10000	84.0053
20000	84.0309
30000	84.0564
40000	84.0816
50000	84.1068
60000	84.1317
70000	84.1562
80000	84.1806
90000	84.2048
100000	84.2289
110000	84.253
120000	84.2769
130000	84.3007
140000	84.3245
150000	84.3482
160000	84.3718
170000	84.3952
180000	84.4186
190000	84.4419
200000	84.4651
210000	84.4883
220000	84.5113
230000	84.5344
240000	84.5573
250000	84.5802
260000	84.6029
270000	84.6256
280000	84.6482
290000	84.6706
300000	84.6932
310000	84.7155
320000	84.7377
330000	84.7597
340000	84.7817
350000	84.8035
360000	84.8252
370000	84.847
380000	84.8687
390000	84.8901
400000	84.9117
410000	84.9334
420000	84.9548
430000	84.9763
440000	84.9978
450000	85.0195
460000	85.0413
470000	85.0658
480000	85.0899
490000	85.1127
500000	85.1345
510000	85.1558
520000	85.1758
530000	85.197
540000	85.219
550000	85.241
560000	85.2623
570000	85.2832
580000	85.3043
590000	85.3253
600000	85.3464
610000	85.3675
620000	85.3885
630000	85.4096
640000	85.4306
650000	85.4515
660000	85.4724
670000	85.4933
680000	85.514
690000	85.5346
700000	85.555
710000	85.5755
720000	85.5958
730000	85.616
740000	85.6361
750000	85.6558
760000	85.6756
770000	85.6954
780000	85.7153
790000	85.7351
800000	85.7548
810000	85.7748
820000	85.795
830000	85.8155
840000	85.8361
850000	85.8568
860000	85.8771
870000	85.8966
880000	85.9163
890000	85.9359
900000	85.9557
910000	85.9757
920000	85.9954
930000	86.015
940000	86.0343
950000	86.0538
960000	86.0734
970000	86.0926
980000	86.112
990000	86.1312
1000000	86.1503
