10000	20.367
20000	26.4473
30000	30.9697
40000	34.2311
50000	36.8263
60000	39.0217
70000	40.9218
80000	42.5868
90000	44.0773
100000	45.4131
110000	46.6267
120000	47.7412
130000	48.7624
140000	49.7076
150000	50.5875
160000	51.4119
170000	52.1826
180000	52.9088
190000	53.598
200000	54.2489
210000	54.8743
220000	55.4625
230000	56.0299
240000	56.5714
250000	57.0853
260000	57.5821
270000	58.0565
280000	58.5109
290000	58.9489
300000	59.3747
310000	59.7833
320000	60.1778
330000	60.5631
340000	60.9335
350000	61.2962
360000	61.6446
370000	61.9823
380000	62.3126
390000	62.6316
400000	62.9444
410000	63.2494
420000	63.5445
430000	63.8324
440000	64.1145
450000	64.3877
460000	64.6551
470000	64.9239
480000	65.1846
490000	65.4378
500000	65.6827
510000	65.9221
520000	66.154
530000	66.3845
540000	66.6107
550000	66.8325
560000	67.0494
570000	67.2601
580000	67.4672
590000	67.67
600000	67.8694
610000	68.0655
620000	68.2587
630000	68.447
640000	68.6311
650000	68.814
660000	68.9928
670000	69.1698
680000	69.3408
690000	69.5119
700000	69.6796
710000	69.8456
720000	70.0098
730000	70.1769
740000	70.3436
750000	70.5029
760000	70.6579
770000	70.8105
780000	70.9615
790000	71.1098
800000	71.2567
810000	71.4019
820000	71.547
830000	71.6902
840000	71.8306
850000	71.9703
860000	72.1084
870000	72.2423
880000	72.3748
890000	72.5053
900000	72.6345
910000	72.7637
920000	72.8888
930000	73.0143
940000	73.1368
950000	73.2583
960000	73.3788
970000	73.4964
980000	73.6126
990000	73.7287
1000000	73.8447
