10000	19.8782
20000	25.9828
30000	30.0357
40000	33.108
50000	35.5765
60000	37.667
70000	39.4687
80000	41.06
90000	42.4813
100000	43.7711
110000	44.9433
120000	46.0247
130000	47.019
140000	47.9451
150000	48.81
160000	49.6253
170000	50.3994
180000	51.1226
190000	51.8109
200000	52.4601
210000	53.0844
220000	53.6775
230000	54.2449
240000	54.7894
250000	55.312
260000	55.8128
270000	56.2952
280000	56.7633
290000	57.2126
300000	57.6504
310000	58.0726
320000	58.4787
330000	58.8728
340000	59.2588
350000	59.6309
360000	59.9893
370000	60.3375
380000	60.6767
390000	61.0056
400000	61.3297
410000	61.6448
420000	61.9516
430000	62.2509
440000	62.5418
450000	62.828
460000	63.11
470000	63.394
480000	63.6687
490000	63.9358
500000	64.1965
510000	64.4526
520000	64.7
530000	64.9461
540000	65.1872
550000	65.4249
560000	65.6574
570000	65.8832
580000	66.1059
590000	66.3262
600000	66.539
610000	66.7497
620000	66.9581
630000	67.1609
640000	67.361
650000	67.5604
660000	67.7551
670000	67.9449
680000	68.1317
690000	68.3171
700000	68.4969
710000	68.6764
720000	68.8539
730000	69.0282
740000	69.2009
750000	69.3698
760000	69.5378
770000	69.7025
780000	69.8641
790000	70.0239
800000	70.1839
810000	70.3427
820000	70.5003
830000	70.6545
840000	70.8051
850000	70.9566
860000	71.1045
870000	71.2522
880000	71.3958
890000	71.5387
900000	71.6807
910000	71.8206
920000	71.9581
930000	72.0954
940000	72.2293
950000	72.3619
960000	72.4933
970000	72.6234
980000	72.7542
990000	72.8806
1000000	73.0073
