10000	9.94914
20000	14.9301
30000	18.5653
40000	21.4684
50000	23.9017
60000	26
70000	27.8484
80000	29.5066
90000	31.013
100000	32.3916
110000	33.6643
120000	34.8455
130000	35.9503
140000	36.9847
150000	37.9584
160000	38.8792
170000	39.7525
180000	40.5864
190000	41.3794
200000	42.1378
210000	42.8613
220000	43.5555
230000	44.2258
240000	44.8696
250000	45.4902
260000	46.089
270000	46.6692
280000	47.2314
290000	47.7737
300000	48.302
310000	48.8144
320000	49.313
330000	49.7978
340000	50.2692
350000	50.7285
360000	51.178
370000	51.6184
380000	52.0484
390000	52.4683
400000	52.8813
410000	53.2846
420000	53.6852
430000	54.0758
440000	54.4614
450000	54.8668
460000	55.2537
470000	55.752
480000	56.1323
490000	56.4842
500000	56.8236
510000	57.1555
520000	57.4725
530000	57.7862
540000	58.093
550000	58.3923
560000	58.685
570000	58.971
580000	59.2508
590000	59.5263
600000	59.7975
610000	60.0639
620000	60.3268
630000	60.5857
640000	60.8392
650000	61.0886
660000	61.3361
670000	61.5778
680000	61.8171
690000	62.0532
700000	62.2863
710000	62.5176
720000	62.7454
730000	62.9719
740000	63.1969
750000	63.4191
760000	63.6493
770000	63.8742
780000	64.1126
790000	64.3764
800000	64.6376
810000	64.8491
820000	65.0549
830000	65.2591
840000	65.4578
850000	65.6521
860000	65.8427
870000	66.0288
880000	66.2119
890000	66.3917
900000	66.571
910000	66.7483
920000	66.9225
930000	67.0941
940000	67.2635
950000	67.4323
960000	67.6005
970000	67.765
980000	67.9308
990000	68.0951
1000000	68.2567
