10000	18.0244
20000	23.5785
30000	27.2883
40000	30.1801
50000	32.6741
60000	34.8418
70000	36.7532
80000	38.4676
90000	40.0177
100000	41.4256
110000	42.7345
120000	43.9464
130000	45.0592
140000	46.1062
150000	47.0786
160000	47.9866
170000	48.8433
180000	49.6478
190000	50.4089
200000	51.132
210000	51.8267
220000	52.4753
230000	53.0983
240000	53.6901
250000	54.2739
260000	54.8257
270000	55.3497
280000	55.8598
290000	56.3476
300000	56.825
310000	57.2875
320000	57.7237
330000	58.1515
340000	58.5671
350000	58.967
360000	59.3521
370000	59.7247
380000	60.0927
390000	60.4457
400000	60.7942
410000	61.1316
420000	61.4622
430000	61.7861
440000	62.0966
450000	62.4028
460000	62.7042
470000	63.0022
480000	63.2938
490000	63.5802
500000	63.8562
510000	64.1232
520000	64.3821
530000	64.6417
540000	64.8954
550000	65.1427
560000	65.3868
570000	65.6244
580000	65.8574
590000	66.0898
600000	66.3141
610000	66.5362
620000	66.7543
630000	66.9677
640000	67.1747
650000	67.3804
660000	67.585
670000	67.7833
680000	67.9773
690000	68.1707
700000	68.36
710000	68.5466
720000	68.7285
730000	68.9077
740000	69.0845
750000	69.2575
760000	69.4296
770000	69.5989
780000	69.7659
790000	69.9309
800000	70.0943
810000	70.2565
820000	70.4182
830000	70.5764
840000	70.7311
850000	70.8863
860000	71.0388
870000	71.1897
880000	71.3351
890000	71.4793
900000	71.624
910000	71.7672
920000	71.9079
930000	72.0483
940000	72.1845
950000	72.3198
960000	72.4521
970000	72.5833
980000	72.7161
990000	72.8451
1000000	72.9741
